ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
TRX03009,2025-08-30,CUST343,Álbum Sabrina Carpenter,Música,180.0,4
TRX03010,2025-06-20,CUST173,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03011,2025-05-11,CUST235,Álbum Sabrina Carpenter,Música,180.0,3
TRX03012,2025-11-27,CUST207,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03013,2025-02-08,CUST283,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03014,2025-07-10,CUST404,Moletom BTS Tour,Vestuário,150.0,3
TRX03015,2025-09-10,CUST215,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03016,2025-11-07,CUST301,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03017,2025-11-27,CUST100,Moletom BTS Tour,Vestuário,150.0,3
TRX03018,2025-05-27,CUST498,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03019,2025-10-25,CUST199,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03020,2025-06-15,CUST414,Vinil de Blues Clássico,Música,210.0,1
TRX03021,2025-03-13,CUST394,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03022,2025-01-11,CUST192,Vinil de Blues Clássico,Música,210.0,3
TRX03023,2025-12-02,CUST133,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03024,2025-08-31,CUST022,Álbum Sabrina Carpenter,Música,180.0,4
TRX03025,2025-03-16,CUST380,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03026,2025-04-19,CUST491,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03027,2025-05-24,CUST452,Moletom BTS Tour,Vestuário,150.0,4
TRX03028,2025-01-03,CUST440,Álbum Sabrina Carpenter,Música,180.0,4
TRX03029,2025-01-16,CUST491,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03030,2025-12-17,CUST042,Álbum Sabrina Carpenter,Música,180.0,1
TRX03031,2025-11-13,CUST187,Álbum Sabrina Carpenter,Música,180.0,4
TRX03032,2025-12-14,CUST380,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03033,2025-09-17,CUST045,Vinil de Blues Clássico,Música,210.0,4
TRX03034,2025-11-27,CUST393,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03035,2025-12-28,CUST041,Álbum Sabrina Carpenter,Música,180.0,4
TRX03036,2025-08-26,CUST131,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03037,2025-03-08,CUST207,Moletom BTS Tour,Vestuário,150.0,2
TRX03038,2025-02-08,CUST172,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03039,2025-10-19,CUST008,Moletom BTS Tour,Vestuário,150.0,3
TRX03040,2025-04-06,CUST117,Moletom BTS Tour,Vestuário,150.0,2
TRX03041,2025-06-08,CUST251,Vinil de Blues Clássico,Música,210.0,4
TRX03042,2025-08-05,CUST474,Moletom BTS Tour,Vestuário,150.0,3
TRX03043,2025-05-27,CUST241,Álbum Sabrina Carpenter,Música,180.0,1
TRX03044,2025-11-14,CUST493,Álbum Sabrina Carpenter,Música,180.0,4
TRX03045,2025-11-28,CUST071,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03046,2025-06-13,CUST225,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03047,2025-04-09,CUST259,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03048,2025-10-27,CUST197,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03049,2025-06-07,CUST475,Álbum Sabrina Carpenter,Música,180.0,2
TRX03050,2025-03-08,CUST123,Álbum Sabrina Carpenter,Música,180.0,4
TRX03051,2025-02-12,CUST373,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03052,2025-10-26,CUST326,Vinil de Blues Clássico,Música,210.0,1
TRX03053,2025-01-06,CUST031,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03054,2025-10-13,CUST157,Álbum Sabrina Carpenter,Música,180.0,4
TRX03055,2025-06-03,CUST337,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03056,2025-09-05,CUST011,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03057,2025-03-01,CUST234,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03058,2025-12-01,CUST327,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03059,2025-07-03,CUST371,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03060,2025-04-21,CUST193,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03061,2025-05-16,CUST311,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03062,2025-02-05,CUST271,Vinil de Blues Clássico,Música,210.0,3
TRX03063,2025-05-18,CUST383,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03064,2025-03-29,CUST247,Moletom BTS Tour,Vestuário,150.0,4
TRX03065,2025-09-11,CUST098,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03066,2025-03-12,CUST193,Álbum Sabrina Carpenter,Música,180.0,3
TRX03067,2025-08-23,CUST349,Moletom BTS Tour,Vestuário,150.0,4
TRX03068,2025-01-02,CUST153,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03069,2025-06-11,CUST168,Moletom BTS Tour,Vestuário,150.0,2
TRX03070,2025-07-08,CUST204,Moletom BTS Tour,Vestuário,150.0,4
TRX03071,2025-12-15,CUST465,Moletom BTS Tour,Vestuário,150.0,3
TRX03072,2025-05-17,CUST142,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03073,2025-04-21,CUST237,Moletom BTS Tour,Vestuário,150.0,1
TRX03074,2025-06-04,CUST399,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03075,2025-01-04,CUST184,Álbum Sabrina Carpenter,Música,180.0,3
TRX03076,2025-08-23,CUST343,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03077,2025-07-30,CUST316,Álbum Sabrina Carpenter,Música,180.0,4
TRX03078,2025-10-16,CUST305,Vinil de Blues Clássico,Música,210.0,2
TRX03079,2025-05-06,CUST180,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03080,2025-10-15,CUST078,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03081,2025-12-18,CUST498,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03082,2025-12-07,CUST150,Moletom BTS Tour,Vestuário,150.0,1
TRX03083,2025-10-14,CUST280,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03084,2025-01-18,CUST420,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03085,2025-07-19,CUST165,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03086,2025-04-05,CUST407,Álbum Sabrina Carpenter,Música,180.0,1
TRX03087,2025-03-22,CUST250,Moletom BTS Tour,Vestuário,150.0,3
TRX03088,2025-10-02,CUST156,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03089,2025-07-27,CUST192,Álbum Sabrina Carpenter,Música,180.0,3
TRX03090,2025-04-28,CUST402,Álbum Sabrina Carpenter,Música,180.0,3
TRX03091,2025-12-30,CUST048,Álbum Sabrina Carpenter,Música,180.0,3
TRX03092,2025-08-10,CUST260,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03093,2025-08-24,CUST235,Moletom BTS Tour,Vestuário,150.0,1
TRX03094,2025-03-29,CUST039,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03095,2025-03-03,CUST019,Moletom BTS Tour,Vestuário,150.0,4
TRX03096,2025-11-27,CUST277,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03097,2025-05-23,CUST231,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03098,2025-02-03,CUST072,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03099,2025-01-27,CUST128,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03100,2025-01-16,CUST415,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03101,2025-06-25,CUST172,Moletom BTS Tour,Vestuário,150.0,3
TRX03102,2025-08-03,CUST463,Álbum Sabrina Carpenter,Música,180.0,3
TRX03103,2025-08-10,CUST319,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03104,2025-08-09,CUST264,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03105,2025-11-28,CUST439,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03106,2025-01-25,CUST476,Vinil de Blues Clássico,Música,210.0,1
TRX03107,2025-08-29,CUST351,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03108,2025-02-28,CUST061,Moletom BTS Tour,Vestuário,150.0,2
TRX03109,2025-09-19,CUST317,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03110,2025-12-03,CUST119,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03111,2025-09-08,CUST473,Vinil de Blues Clássico,Música,210.0,3
TRX03112,2025-10-18,CUST019,Vinil de Blues Clássico,Música,210.0,2
TRX03113,2025-03-15,CUST226,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03114,2025-01-13,CUST017,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03115,2025-12-14,CUST245,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03116,2025-01-11,CUST054,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03117,2025-08-03,CUST292,Álbum Sabrina Carpenter,Música,180.0,4
TRX03118,2025-02-04,CUST149,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03119,2025-10-10,CUST278,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03120,2025-02-10,CUST108,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03121,2025-11-05,CUST361,Vinil de Blues Clássico,Música,210.0,2
TRX03122,2025-02-25,CUST283,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03123,2025-01-25,CUST114,Álbum Sabrina Carpenter,Música,180.0,3
TRX03124,2025-01-16,CUST015,Moletom BTS Tour,Vestuário,150.0,3
TRX03125,2025-07-09,CUST450,Moletom BTS Tour,Vestuário,150.0,2
TRX03126,2025-09-21,CUST198,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03127,2025-11-18,CUST289,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03128,2025-04-04,CUST266,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03129,2025-04-04,CUST448,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03130,2025-05-02,CUST465,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03131,2025-09-10,CUST308,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03132,2025-04-30,CUST326,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03133,2025-12-01,CUST371,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03134,2025-06-09,CUST163,Vinil de Blues Clássico,Música,210.0,2
TRX03135,2025-07-26,CUST089,Álbum Sabrina Carpenter,Música,180.0,3
TRX03136,2025-07-25,CUST116,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03137,2025-01-24,CUST266,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03138,2025-10-09,CUST463,Álbum Sabrina Carpenter,Música,180.0,1
TRX03139,2025-06-07,CUST380,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03140,2025-10-26,CUST018,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03141,2025-12-21,CUST445,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03142,2025-11-01,CUST021,Álbum Sabrina Carpenter,Música,180.0,1
TRX03143,2025-08-24,CUST428,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03144,2025-12-17,CUST224,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03145,2025-02-04,CUST137,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03146,2025-08-31,CUST491,Álbum Sabrina Carpenter,Música,180.0,4
TRX03147,2025-02-17,CUST115,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03148,2025-07-08,CUST258,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03149,2025-04-28,CUST439,Álbum Sabrina Carpenter,Música,180.0,1
TRX03150,2025-04-18,CUST341,Moletom BTS Tour,Vestuário,150.0,2
TRX03151,2025-06-09,CUST335,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03152,2025-05-12,CUST414,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03153,2025-11-26,CUST131,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03154,2026-01-01,CUST120,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03155,2025-02-11,CUST248,Vinil de Blues Clássico,Música,210.0,3
TRX03156,2025-12-01,CUST297,Vinil de Blues Clássico,Música,210.0,1
TRX03157,2025-08-29,CUST147,Álbum Sabrina Carpenter,Música,180.0,2
TRX03158,2025-03-11,CUST216,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03159,2025-08-06,CUST144,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03160,2025-10-31,CUST382,Vinil de Blues Clássico,Música,210.0,4
TRX03161,2025-04-22,CUST456,Álbum Sabrina Carpenter,Música,180.0,3
TRX03162,2025-04-01,CUST370,Vinil de Blues Clássico,Música,210.0,4
TRX03163,2025-01-28,CUST191,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03164,2025-06-13,CUST097,Álbum Sabrina Carpenter,Música,180.0,1
TRX03165,2025-03-01,CUST290,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03166,2025-12-15,CUST372,Moletom BTS Tour,Vestuário,150.0,4
TRX03167,2025-02-01,CUST053,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03168,2025-12-13,CUST082,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03169,2025-05-01,CUST234,Vinil de Blues Clássico,Música,210.0,1
TRX03170,2025-02-28,CUST287,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03171,2025-03-28,CUST459,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03172,2025-07-12,CUST366,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03173,2025-11-08,CUST193,Moletom BTS Tour,Vestuário,150.0,3
TRX03174,2025-11-03,CUST457,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03175,2025-09-09,CUST395,Álbum Sabrina Carpenter,Música,180.0,3
TRX03176,2025-08-27,CUST239,Vinil de Blues Clássico,Música,210.0,4
TRX03177,2025-08-21,CUST232,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03178,2025-03-16,CUST240,Panetone Trufado de Chocolate,Alimentos,85.9,2
TRX03179,2025-04-27,CUST147,Álbum Sabrina Carpenter,Música,180.0,1
TRX03180,2025-10-16,CUST173,Moletom BTS Tour,Vestuário,150.0,4
TRX03181,2025-01-14,CUST017,Moletom BTS Tour,Vestuário,150.0,3
TRX03182,2025-05-26,CUST153,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03183,2025-12-11,CUST146,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03184,2025-03-09,CUST275,Mousepad Genshin Impact,Acessórios Gamer,45.0,2
TRX03185,2025-01-25,CUST235,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03186,2025-07-17,CUST082,Vinil de Blues Clássico,Música,210.0,4
TRX03187,2025-02-20,CUST263,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03188,2025-11-27,CUST086,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03189,2025-05-15,CUST075,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03190,2025-12-25,CUST123,Vinil de Blues Clássico,Música,210.0,2
TRX03191,2025-04-19,CUST311,Moletom BTS Tour,Vestuário,150.0,3
TRX03192,2025-06-22,CUST016,Vinil de Blues Clássico,Música,210.0,4
TRX03193,2025-05-19,CUST329,Vinil de Blues Clássico,Música,210.0,2
TRX03194,2025-03-23,CUST299,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03195,2025-08-18,CUST384,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03196,2025-05-19,CUST420,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03197,2025-06-25,CUST241,Vinil de Blues Clássico,Música,210.0,1
TRX03198,2025-07-07,CUST077,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03199,2025-01-21,CUST325,Moletom BTS Tour,Vestuário,150.0,1
TRX03200,2025-01-31,CUST010,Moletom BTS Tour,Vestuário,150.0,2
TRX03201,2025-05-06,CUST139,Moletom BTS Tour,Vestuário,150.0,4
TRX03202,2025-10-29,CUST287,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03203,2025-09-05,CUST207,Vinil de Blues Clássico,Música,210.0,3
TRX03204,2025-01-05,CUST120,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03205,2025-03-16,CUST466,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03206,2025-08-27,CUST264,Moletom BTS Tour,Vestuário,150.0,1
TRX03207,2025-01-29,CUST081,Pelúcia Freddy Fazbear,Brinquedos,120.5,4
TRX03208,2025-09-09,CUST066,Álbum Sabrina Carpenter,Música,180.0,1
TRX03209,2025-10-03,CUST315,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03210,2025-12-27,CUST177,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03211,2026-01-01,CUST014,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03212,2025-01-24,CUST017,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03213,2025-08-01,CUST400,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03214,2025-02-18,CUST301,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03215,2025-10-17,CUST143,Álbum Sabrina Carpenter,Música,180.0,1
TRX03216,2025-04-03,CUST255,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03217,2025-09-23,CUST320,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03218,2025-05-21,CUST421,Vinil de Blues Clássico,Música,210.0,4
TRX03219,2025-03-27,CUST446,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03220,2025-08-29,CUST283,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03221,2025-12-21,CUST100,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03222,2025-04-21,CUST435,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03223,2025-06-14,CUST399,Álbum Sabrina Carpenter,Música,180.0,1
TRX03224,2025-03-15,CUST149,Moletom BTS Tour,Vestuário,150.0,3
TRX03225,2025-07-15,CUST397,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03226,2025-11-08,CUST309,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03227,2025-07-24,CUST112,Álbum Sabrina Carpenter,Música,180.0,3
TRX03228,2025-04-17,CUST157,Álbum Sabrina Carpenter,Música,180.0,3
TRX03229,2025-04-08,CUST313,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03230,2025-04-28,CUST472,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03231,2025-06-03,CUST408,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03232,2025-11-18,CUST200,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03233,2025-06-13,CUST459,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03234,2025-05-20,CUST028,Vinil de Blues Clássico,Música,210.0,1
TRX03235,2025-02-12,CUST289,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03236,2025-01-25,CUST458,Vinil de Blues Clássico,Música,210.0,1
TRX03237,2025-05-13,CUST473,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03238,2025-11-04,CUST233,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03239,2025-07-30,CUST357,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03240,2025-01-25,CUST492,Álbum Sabrina Carpenter,Música,180.0,3
TRX03241,2025-12-13,CUST170,Moletom BTS Tour,Vestuário,150.0,4
TRX03242,2025-09-01,CUST455,Álbum Sabrina Carpenter,Música,180.0,2
TRX03243,2025-04-10,CUST409,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03244,2025-05-18,CUST256,Moletom BTS Tour,Vestuário,150.0,2
TRX03245,2025-06-07,CUST484,Pelúcia Freddy Fazbear,Brinquedos,120.5,2
TRX03246,2025-09-20,CUST276,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03247,2025-12-18,CUST059,Moletom BTS Tour,Vestuário,150.0,2
TRX03248,2025-01-08,CUST258,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03249,2025-10-21,CUST479,Vinil de Blues Clássico,Música,210.0,1
TRX03250,2025-08-06,CUST443,Álbum Sabrina Carpenter,Música,180.0,1
TRX03251,2025-02-28,CUST079,Álbum Sabrina Carpenter,Música,180.0,4
TRX03252,2025-05-07,CUST340,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03253,2025-04-08,CUST421,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03254,2025-03-26,CUST310,Moletom BTS Tour,Vestuário,150.0,2
TRX03255,2025-10-09,CUST384,Álbum Sabrina Carpenter,Música,180.0,3
TRX03256,2025-02-05,CUST165,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03257,2025-02-27,CUST354,Moletom BTS Tour,Vestuário,150.0,1
TRX03258,2025-11-19,CUST472,Vinil de Blues Clássico,Música,210.0,2
TRX03259,2025-11-24,CUST361,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03260,2025-10-04,CUST435,Vinil de Blues Clássico,Música,210.0,3
TRX03261,2025-08-14,CUST007,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03262,2025-12-27,CUST385,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03263,2025-06-02,CUST021,Vinil de Blues Clássico,Música,210.0,3
TRX03264,2025-01-05,CUST018,Moletom BTS Tour,Vestuário,150.0,1
TRX03265,2025-10-16,CUST017,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03266,2025-03-05,CUST483,Vinil de Blues Clássico,Música,210.0,3
TRX03267,2025-10-16,CUST130,Camiseta Rick and Morty,Vestuário,60.0,3
TRX03268,2025-03-04,CUST065,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03269,2025-06-08,CUST385,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03270,2025-02-27,CUST256,Pelúcia Freddy Fazbear,Brinquedos,120.5,1
TRX03271,2025-02-19,CUST242,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03272,2025-07-14,CUST261,Álbum Sabrina Carpenter,Música,180.0,2
TRX03273,2025-09-12,CUST197,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03274,2025-02-20,CUST219,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03275,2025-12-06,CUST231,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03276,2025-08-05,CUST043,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03277,2025-10-07,CUST061,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03278,2025-04-19,CUST035,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03279,2025-01-08,CUST184,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03280,2025-09-02,CUST020,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03281,2025-02-25,CUST380,Livro Ordem Paranormal: Hextombe,Livros,75.0,1
TRX03282,2025-08-22,CUST140,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03283,2025-05-26,CUST085,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03284,2025-06-18,CUST402,Álbum Sabrina Carpenter,Música,180.0,3
TRX03285,2025-12-18,CUST282,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03286,2025-07-31,CUST252,Pelúcia Freddy Fazbear,Brinquedos,120.5,3
TRX03287,2025-06-26,CUST172,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03288,2025-06-21,CUST298,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03289,2025-07-31,CUST053,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03290,2025-02-19,CUST459,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03291,2025-06-01,CUST385,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03292,2025-12-02,CUST482,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03293,2025-12-11,CUST152,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03294,2025-06-08,CUST196,Vinil de Blues Clássico,Música,210.0,3
TRX03295,2025-06-08,CUST317,Mousepad Genshin Impact,Acessórios Gamer,45.0,3
TRX03296,2025-01-23,CUST282,Camiseta Rick and Morty,Vestuário,60.0,1
TRX03297,2025-11-24,CUST390,Camiseta Rick and Morty,Vestuário,60.0,2
TRX03298,2025-01-12,CUST151,Panetone Trufado de Chocolate,Alimentos,85.9,3
TRX03299,2025-11-24,CUST073,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03300,2025-07-18,CUST076,Box Anne with an E (DVD),Entretenimento,99.9,4
TRX03301,2025-01-29,CUST177,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03302,2025-07-02,CUST320,Box Anne with an E (DVD),Entretenimento,99.9,2
TRX03303,2025-01-17,CUST227,Livro Ordem Paranormal: Hextombe,Livros,75.0,4
TRX03304,2025-11-30,CUST355,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03305,2025-04-04,CUST401,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03306,2025-04-25,CUST017,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03307,2025-09-20,CUST389,Moletom BTS Tour,Vestuário,150.0,3
TRX03308,2025-09-04,CUST413,Panetone Trufado de Chocolate,Alimentos,85.9,4
TRX03309,2025-07-05,CUST395,Álbum Sabrina Carpenter,Música,180.0,4
TRX03310,2025-12-02,CUST363,Álbum Sabrina Carpenter,Música,180.0,2
TRX03311,2025-10-08,CUST177,Moletom BTS Tour,Vestuário,150.0,4
TRX03312,2025-01-04,CUST097,Mousepad Genshin Impact,Acessórios Gamer,45.0,1
TRX03313,2025-07-20,CUST105,Livro Ordem Paranormal: Hextombe,Livros,75.0,3
TRX03314,2025-12-21,CUST482,Mousepad Genshin Impact,Acessórios Gamer,45.0,4
TRX03315,2025-03-08,CUST320,Vinil de Blues Clássico,Música,210.0,2
TRX03316,2025-04-09,CUST442,Moletom BTS Tour,Vestuário,150.0,4
TRX03317,2025-04-16,CUST296,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03318,2025-10-31,CUST094,Box Anne with an E (DVD),Entretenimento,99.9,1
TRX03319,2025-02-03,CUST018,Moletom BTS Tour,Vestuário,150.0,2
TRX03320,2025-11-19,CUST053,Vinil de Blues Clássico,Música,210.0,4
TRX03321,2025-03-23,CUST237,Livro Ordem Paranormal: Hextombe,Livros,75.0,2
TRX03322,2025-06-01,CUST266,Panetone Trufado de Chocolate,Alimentos,85.9,1
TRX03323,2025-06-13,CUST266,Box Anne with an E (DVD),Entretenimento,99.9,3
TRX03324,2025-02-21,CUST295,Camiseta Rick and Morty,Vestuário,60.0,4
TRX03325,2025-01-12,CUST354,Vinil de Blues Clássico,Música,210.0,1
TRX03326,2025-01-15,CUST123,Box Anne with an E (DVD),Entretenimento,99.9,1
